source_id,jci_name,description,sensor_type,sensor_type_error,unit,type,data_type,name
565_1_3013707,BSB.S1STFLR.RM-1107B.VAV-58.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 58 OCC HTG
565_1_3013727,BSB.S1STFLR.RM-1102A.VAV-59.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 59 OCC HTG
565_1_3013747,BSB.SBASEMENT.RM-B205.VAV-6.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 6 OCC HTG
565_1_3013767,BSB.S1STFLR.RM-1100.VAV-60.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 60 OCC HTG
565_1_3013787,BSB.S1STFLR.RM-1104.VAV-61.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 61 OCC HTG
565_1_3013807,BSB.S1STFLR.RM-1114.VAV-62.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 62 OCC HTG
565_1_3013841,BSB.S1STFLR.RM-1118.VAV-64.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 64 OCC HTG
565_1_3013861,BSB.S1STFLR.RM-1120.VAV-65.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 65 OCC HTG
565_1_3013881,BSB.S1STFLR.WESTHALL.VAV-66.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 66 OCC HTG
565_1_3013901,BSB.S1STFLR.RM-1121.VAV-67.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 67 OCC HTG
565_1_3013921,BSB.S1STFLR.RM-1127.VAV-68.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 68 OCC HTG
565_1_3013941,BSB.S1STFLR.RM-1133.VAV-69.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 69 OCC HTG
565_1_3013975,BSB.S1STFLR.DARKRM.VAV-70.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 70 OCC HTG
565_1_3013995,BSB.S1STFLR.RM-1112A.VAV-71.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 71 OCC HTG
565_1_3014015,BSB.S1STFLR.RM-1206B.VAV-72.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 72 OCC HTG
565_1_3014035,BSB.S1STFLR.RM-1210.VAV-73.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 73 OCC HTG
565_1_3014055,BSB.S1STFLR.EASTHALL.VAV-74.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 74 OCC HTG
565_1_3014075,BSB.S1STFLR.RM-1214.VAV-75.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 75 OCC HTG
565_1_3014108,BSB.SBASEMENT.RM-B215S.VAV-77.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 77 OCC HTG
565_1_3014128,BSB.1STFLR.RM-1112B.VAV-78.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 78 OCC HTG
565_1_3014148,BSB.SBASEMENT.RM-B207.VAV-8.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 8 OCC HTG
565_1_3014168,BSB.SBASEMENT.RM-B209.VAV-9.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 9 OCC HTG
565_1_3015702,BSB.WBASEMENT.RM-B248.VAV-27.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 27 OCC HTG
565_1_3015722,BSB.WBASEMENT.RM-B259.VAV-28.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 28 OCC HTG
565_1_3015742,BSB.WBASEMENT.RM-B262.VAV-29.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 29 OCC HTG
565_1_3015763,BSB.WBASEMENT.RM-B263.VAV-30.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 30 OCC HTG
565_1_3015783,BSB.WBASEMENT.RM-B265.VAV-31.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 31 OCC HTG
565_1_3015803,BSB.WBASEMENT.RM-B268.VAV-32.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 32 OCC HTG
565_1_3015823,BSB.WBASEMENT.RM-B269.VAV-33.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 33 OCC HTG
565_1_3015843,BSB.WBASEMENT.RM-B274.VAV-34.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 34 OCC HTG
565_1_3015863,BSB.WBASEMENT.RM-B273.VAV-35.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 35 OCC HTG
565_1_3015883,BSB.WBASEMENT.RM-B272.VAV-36.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 36 OCC HTG
565_1_3015903,BSB.WBASEMENT.RM-B276.VAV-37.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 37 OCC HTG
565_1_3015923,BSB.WBASEMENT.RM-B301.VAV-38.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 38 OCC HTG
565_1_3015943,BSB.WBASEMENT.RM-B304A.VAV-39.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 39 OCC HTG
565_1_3015963,BSB.WBASEMENT.RM-B302A.VAV-40.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 40 OCC HTG
565_1_3015984,BSB.WBASEMENT.RM-B304B.VAV-41.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 41 OCC HTG
565_1_3016004,BSB.WBASEMENT.RM-B302.VAV-42.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 42 OCC HTG
565_1_3016024,BSB.WBASEMENT.RM-B303A.VAV-43.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 43 OCC HTG
565_1_3016044,BSB.WBASEMENT.RM-B303B.VAV-44.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 44 OCC HTG
565_1_3016064,BSB.WBASEMENT.RM-B303E-1.VAV-45.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 45 OCC HTG
565_1_3016084,BSB.WBASEMENT.RM-B311A.VAV-46.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 46 OCC HTG
565_1_3016104,BSB.WBASEMENT.RM-B305.VAV-47.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 47 OCC HTG
565_1_3016124,BSB.WBASEMENT.RM-B308.VAV-48.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 48 OCC HTG
565_1_3016144,BSB.WBASEMENT.RM-B309.VAV-49.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 49 OCC HTG
565_1_3016164,BSB.WBASEMENT.RM-B313.VAV-50.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 50 OCC HTG
565_1_3016184,BSB.WBASEMENT.RM-B312.VAV-51.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 51 OCC HTG
565_1_3016204,BSB.WBASEMENT.RM-B311D.VAV-52.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 52 OCC HTG
565_1_3016224,BSB.WBASEMENT.RM-B315B.VAV-53.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 53 OCC HTG
565_1_3016244,BSB.WBASEMENT.RM-B315A.VAV-54.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 54 OCC HTG
565_1_3016264,BSBW.BASEMENT.RM-B314.VAV-55.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 55 OCC HTG
565_1_3016284,BSB.WBASEMENT.RM-B322.VAV-56.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 56 OCC HTG
565_1_3016304,BSB.WBASEMENT.RM-B320.VAV-57.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 57 OCC HTG
565_1_3016324,BSB.WBASEMENT.RM-B311C.VAV-58.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 58 OCC HTG
565_1_3016344,BSB.WBASEMENT.RM-B318.VAV-59.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 59 OCC HTG
565_1_3016366,BSB.WBASEMENT.RM-B315C.VAV-60.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 60 OCC HTG
565_1_3016386,BSB.WBASEMENT.RM-B303D.VAV-61.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 61 OCC HTG
565_1_3016406,BSB.WBASEMENT.RM-B303E-2.VAV-62.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 62 OCC HTG
565_1_3016426,BSB.WBASEMENT.RM-B245.VAV-63.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 63 OCC HTG
565_1_3016446,BSB.WBASEMENT.WRR.VAV-64.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 64 OCC HTG
565_1_3016466,BSB.DNRH.RM-1301B.VAV-65.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 65 OCC HTG
565_1_3016486,BSB.DNRH.RM-1301A.VAV-66.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 66 OCC HTG
565_1_3016506,BSB.DNRH.RM-1301C.VAV-67.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 67 OCC HTG
565_1_3016526,BSB.DNRH.LOBBY-E.VAV-68.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 68 OCC HTG
565_1_3016546,BSB.DNRH.RM-1303.VAV-69.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 69 OCC HTG
565_1_3016566,BSB.DNRH.RM-1304.VAV-70.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 70 OCC HTG
565_1_3016586,BSB.DNRH.RM-1306.VAV-71.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 71 OCC HTG
565_1_3016607,BSB.DNRH.RM-1305.VAV-72.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 72 OCC HTG
565_1_3016627,BSB.DNRH.RM-1308.VAV-73.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 73 OCC HTG
565_1_3016648,BSB.DNRH.DN-RECP.VAV-74.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 74 OCC HTG
565_1_3016668,BSB.DNRH.RM-1309.VAV-75.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 75 OCC HTG
565_1_3016688,BSB.DNRH.RM-1310.VAV-76.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 76 OCC HTG
565_1_3016708,BSB.DNRH.RM-1311W.VAV-77.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 77 OCC HTG
565_1_3016728,BSB.DNRH.RM-1311E.VAV-78.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 78 OCC HTG
565_1_3016748,BSB.DNRH.RM-1313.VAV-79.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 79 OCC HTG
565_1_3016768,BSB.DNRH.DN-RM.VAV-80.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 80 OCC HTG
565_1_3016788,BSB.DNRH.DN-SCTY.VAV-81.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 81 OCC HTG
565_1_3016808,BSB.DNRH.RM-1315.VAV-82.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 82 OCC HTG
565_1_3016828,BSB.DNRH.RM-1316.VAV-83.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 83 OCC HTG
565_1_3016848,BSB.DNRH.RM-1317.VAV-84.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 84 OCC HTG
565_1_3016868,BSB.DNRH.RM-1318.VAV-85.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 85 OCC HTG
565_1_3016888,BSB.WBASEMENT.RM-B300.VAV-86.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 86 OCC HTG
565_1_3016908,BSB.DNRH.RM-1305A.VAV-87.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 87 OCC HTG
565_1_3016928,BSB.DNRH.LOBBY-W.VAV-88.OCC-HTG,Occupied Heating,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 88 OCC HTG
568_1_3003257,BSB.N5THFLR.VAV-5NE1.VAV-12.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 68 N2 1 VAV 12 OCC HTG
568_1_3003317,BSB.N5THFLR.VAV-5SE.VAV-15.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 68 N2 1 VAV 15 OCC HTG
568_1_3003773,BSB.N5THFLR.VAV-5SW.VAV-37.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 68 N2 1 VAV 37 OCC HTG
568_1_3003937,BSB.N5THFLR.VAV-5NW1.VAV-44.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 68 N2 1 VAV 44 OCC HTG
568_1_3004092,BSB.N5THFLR.VAV-5NW2.VAV-52.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 68 N2 1 VAV 52 OCC HTG
568_1_3004408,BSB.N5THFLR.VAV-5NE2.VAV-8.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 68 N2 1 VAV 8 OCC HTG
567_1_3003999,BSB.N3RDFLR.VAV-3NE2.VAV-10.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 67 N2 1 VAV 10 OCC HTG
567_1_3004078,BSB.N3RDFLR.VAV-3NE1.VAV-15.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 67 N2 1 VAV 15 OCC HTG
567_1_3004223,BSB.N3RDFLR.VAV-3SE.VAV-21.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 67 N2 1 VAV 21 OCC HTG
567_1_3004730,BSB.N3RDFLR.VAV-3NW1.VAV-45.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 67 N2 1 VAV 45 OCC HTG
567_1_3004752,BSB.N3RDFLR.VAV-3SW.VAV-46.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 67 N2 1 VAV 46 OCC HTG
567_1_3004967,BSB.N3RDFLR.VAV-3NW2.VAV-56.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 67 N2 1 VAV 56 OCC HTG
567_1_3005381,BSB.N4THFLR.VAV-4NE2.VAV-10.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 67 N2 2 VAV 10 OCC HTG
567_1_3005441,BSB.N4THFLR.VAV-4NE1.VAV-13.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 67 N2 2 VAV 13 OCC HTG
567_1_3005539,BSB.N4THFLR.VAV-4SE.VAV-18.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 67 N2 2 VAV 18 OCC HTG
567_1_3005883,BSB.N4THFLR.VAV-4NW1.VAV-35.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 67 N2 2 VAV 35 OCC HTG
567_1_3005924,BSB.N4THFLR.VAV-4SW.VAV-37.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 67 N2 2 VAV 37 OCC HTG
567_1_3005965,BSB.N4THFLR.VAV-4NW2.VAV-39.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 67 N2 2 VAV 39 OCC HTG
566_1_3000278,BSB.N2NDFLR.RM-2061A.UNT-95.OCCHTG-SP,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 66 N2 2 UNT 95 OCCHTG SP
566_1_3004982,BSB.N2NDFLR.VAV-2NSE.VAV-23.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 66 N2 2 VAV 23 OCC HTG
566_1_3005532,BSB.N2NDFLR.VAV-2NW.VAV-48.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 66 N2 2 VAV 48 OCC HTG
566_1_3012510,BSB.N1STFLR.VAV-1NW.VAV-47.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 66 N2 1 VAV 47 OCC HTG
566_1_3012779,BSB.N1STFLR.VAV-1NSE.VAV-63.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 66 N2 1 VAV 63 OCC HTG
566_1_3012945,BSB.N2NDFLR.RM-2073B.UNT-54.OCCHTG-SP,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 66 N2 2 UNT 54 OCCHTG SP
565_1_3012910,BSB.SBASEMENT.RM-B223.VAV-1.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 1 VAV 1 OCC HTG
565_1_3016948,BSB.WBASEMENT.PH-RM.VAV-91.OCC-HTG,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 65 N2 2 VAV 91 OCC HTG
564_1_3003298,BSB.BASEMENT.RM-B100.VAV-1.OCCHTG-SP,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 64 N2 1 VAV 1 Temp Setpoint OCCHTG SP
564_1_3003304,BSB.BASEMENT.HALLWAY.VAV-2.OCCHTG-SP,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 64 N2 1 VAV 2 Temp Setpoint OCCHTG SP
564_1_3003310,BSB.BASEMENT.RM-B106.VAV-3.OCCHTG-SP,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 64 N2 1 VAV 3 Temp Setpoint OCCHTG SP
564_1_3003316,BSB.BASEMENT.RM-B105.VAV-4.OCCHTG-SP,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 64 N2 1 VAV 4 Temp Setpoint OCCHTG SP
564_1_3003322,BSB.BASEMENT.MENSRM.VAV-5.OCCHTG-SP,Occupied Heating Setpoint,occupied heating setpoint,,64,Analog Output,1,NAE 64 N2 1 VAV 5 Temp Setpoint OCCHTG SP
568_4_3000654,BSB.EF.EF9-OFF,Off Relay,off relay,,,Binary Output,4,NAE 68 N2 2 DX 7 EF9 OFF
568_4_3000660,BSB.EF.EF21-OFF,Off Relay,off relay,,,Binary Output,4,NAE 68 N2 2 DX 7 EF21 OFF
568_4_3000666,BSB.EF.EF26-OFF,Off Relay,off relay,,,Binary Output,4,NAE 68 N2 2 DX 1 EF26 OFF
568_4_3000667,BSB.EF.EF23-OFF,Off Relay,off relay,,,Binary Output,4,NAE 68 N2 2 DX 7 EF23 OFF
565_5_3016959,BSB Office Load Shed Command,,office load shed command,,,Binary Value,5,NAE 65 Programming Zone Load Shed BSB Office Load Shed Command
568_5_3002896,BSB 5th Floor Off Load Shed,,office load shed status,,,Binary Value,5,NAE 68 Programming Zone Load Shed 5th Floor BSB 5th Floor Off Load Shed
567_5_3003754,BSB 4th Floor Off Load Shed,,office load shed status,,,Binary Value,5,NAE 67 Programming Zone Load Shed 4th Floor BSB 4th Floor Off Load Shed
567_5_3003756,BSB 3rd Floor Off Load Shed,,office load shed status,,,Binary Value,5,NAE 67 Programming Zone Load Shed 3rd Floor BSB 3rd Floor Off Load Shed
566_5_3003867,BSB 2nd Floor Off Load Shed,,office load shed status,,,Binary Value,5,NAE 66 Programming Zone Load Shed 2nd Floor BSB 2nd Floor Off Load Shed
566_5_3003871,BSB 1st Floor Off Load Shed,,office load shed status,,,Binary Value,5,NAE 66 Programming Zone Load Shed 1st Floor BSB 1st Floor Off Load Shed
565_5_3002892,BSB Basement Off Load Shed,,office load shed status,,,Binary Value,5,NAE 65 Programming Zone Load Shed BSB Basement Off Load Shed
566_1_3000200,BSB.DX-1.OFFSET,Offset,offset,,84,Analog Output,1,NAE 66 N2 1 DX 1 OFFSET
568_4_3000651,BSB.EF.EF9-ON,On Relay,on relay,,,Binary Output,4,NAE 68 N2 2 DX 7 EF9 ON
568_4_3000657,BSB.EF.EF21-ON,On Relay,on relay,,,Binary Output,4,NAE 68 N2 2 DX 7 EF21 ON
568_4_3000663,BSB.EF.EF26-ON,On Relay,on relay,,,Binary Output,4,NAE 68 N2 2 DX 1 EF26 ON
568_4_3000664,BSB.EF.EF23-ON,On Relay,on relay,,,Binary Output,4,NAE 68 N2 2 DX 7 EF23 ON
519_0_3000646,CWP1-VFD.VOLTAGE,Output Voltage,output voltage,,95,Analog Input,0,NAE 19 N2 1 VND 008 VOLTAGE
519_0_3000676,CWP2-VFD.VOLTAGE,Output Voltage,output voltage,,95,Analog Input,0,NAE 19 N2 1 VND 009 VOLTAGE
568_1_3000147,BSB.EF.DMPR33-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 4 DMPR33 CMD
568_1_3000536,BSB.EF.DMPR6-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 2 DMPR6 CMD
568_1_3000538,BSB.EF.DMPR7-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 2 DMPR7 CMD
568_1_3000540,BSB.EF.DMPR8-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 2 DMPR8 CMD
568_1_3000542,BSB.EF.DMPR10-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 2 DMPR10 CMD
568_1_3000556,BSB.EF.DMPR1-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 1 DMPR1 CMD
568_1_3000560,BSB.EF.DMPR14-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 4 DMPR14 CMD
568_1_3000561,BSB.EF.DMPR22-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 6 DMPR22 CMD
568_1_3000565,BSB.EF.DMPR2-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 1 DMPR2 CMD
568_1_3000566,BSB.EF.DMPR54-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 4 DMPR54 CMD
568_1_3000567,BSB.EF.DMPR11-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 3 DMPR11 CMD
568_1_3000568,BSB.EF.DMPR29-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 7 DMPR29 CMD
568_1_3000570,BSB.EF.DMPR24-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 6 DMPR24 CMD
568_1_3000576,BSB.EF.DMPR4-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 1 DMPR4 CMD
568_1_3000577,BSB.EF.DMPR55-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 4 DMPR55 CMD
568_1_3000578,BSB.EF.DMPR27-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 6 DMPR27 CMD
568_1_3000582,BSB.EF.DMPR20-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 3 DMPR20 CMD
568_1_3000583,BSB.EF.DMPR29A-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 7 DMPR29A CMD
568_1_3000584,BSB.EF.DMPR5-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 1 DMPR5 CMD
568_1_3000585,BSB.EF.DMPR28-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 6 DMPR28 CMD
568_1_3000593,BSB.EF.DMPR13-CMD,Outdoor Air Damper Command,outside air damper command,,264,Analog Output,1,NAE 68 N2 2 DX 3 DMPR13 CMD
