source_id,jci_name,description,sensor_type,unit,type,data_type,name
510_1_3013214,BioLib 1stFl RM-101S.HTG-O,Heating Command,heating command,98,Analog Output,1,NAE 10 N2 1 VMA122 HTG O
510_1_3013217,BioLib 1stFl RM-101S.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 1 VMA122 SUPFLOSP
510_1_3013224,BioLib 1stFl RM-141.HTGPID-O,Heating PID,heating PID output,98,Analog Output,1,NAE 10 N2 1 VMA123 BHPIDPV
510_1_3013226,BioLib 1stFl RM-141.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 1 VMA123 COMMONSP
510_1_3013227,BioLib 1stFl RM-141.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 1 VMA123 CPIDPV
510_1_3013229,BioLib 1stFl RM-141.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 1 VMA123 DPR C
510_1_3013234,BioLib 1stFl RM-141.HTG-O,Heating Command,heating command,98,Analog Output,1,NAE 10 N2 1 VMA123 HTG O
510_1_3013237,BioLib 1stFl RM-141.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 1 VMA123 SUPFLOSP
510_1_3013244,BioLib 2ndFl RM-200E.HTGPID-O,Heating PID,heating PID output,98,Analog Output,1,NAE 10 N2 1 VMA124 BHPIDPV
510_1_3013246,BioLib 2ndFl RM-200E.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 1 VMA124 COMMONSP
510_1_3013247,BioLib 2ndFl RM-200E.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 1 VMA124 CPIDPV
510_1_3013249,BioLib 2ndFl RM-200E.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 1 VMA124 DPR C
510_1_3013254,BioLib 2ndFl RM-200E.HTG-O,Heating Command,heating command,98,Analog Output,1,NAE 10 N2 1 VMA124 HTG O
510_1_3013257,BioLib 2ndFl RM-200E.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 1 VMA124 SUPFLOSP
510_1_3013264,BioLib 1stFl RM-102.HTGPID-O,Heating PID,heating PID output,98,Analog Output,1,NAE 10 N2 1 VMA125 BHPIDPV
510_1_3013266,BioLib 1stFl RM-102.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 1 VMA125 COMMONSP
510_1_3013267,BioLib 1stFl RM-102.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 1 VMA125 CPIDPV
510_1_3013269,BioLib 1stFl RM-102.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 1 VMA125 DPR C
510_1_3013274,BioLib 1stFl RM-102.HTG-O,Heating Command,heating command,98,Analog Output,1,NAE 10 N2 1 VMA125 HTG O
510_1_3013277,BioLib 1stFl RM-102.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 1 VMA125 SUPFLOSP
510_1_3013284,BioLib 1stFl RM-100S.HTGPID-O,Heating PID,heating PID output,98,Analog Output,1,NAE 10 N2 1 VMA126 BHPIDPV
510_1_3013286,BioLib 1stFl RM-100S.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 1 VMA126 COMMONSP
510_1_3013287,BioLib 1stFl RM-100S.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 1 VMA126 CPIDPV
510_1_3013289,BioLib 1stFl RM-100S.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 1 VMA126 DPR C
510_1_3013290,BioLib 1stFl RM-100S.HTG-O,Heating Command,heating command,98,Analog Output,1,NAE 10 N2 1 VMA126 HTG O
510_1_3013293,BioLib 1stFl RM-100S.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 1 VMA126 SUPFLOSP
510_1_3013300,BioLib 1stFl RM-100.HTGPID-O,Heating PID,heating PID output,98,Analog Output,1,NAE 10 N2 1 VMA127 BHPIDPV
510_1_3013302,BioLib 1stFl RM-100.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 1 VMA127 COMMONSP
510_1_3013303,BioLib 1stFl RM-100.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 1 VMA127 CPIDPV
510_1_3013305,BioLib 1stFl RM-100.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 1 VMA127 DPR C
510_1_3013306,BioLib 1stFl RM-100.HTG-O,Heating Command,heating command,98,Analog Output,1,NAE 10 N2 1 VMA127 HTG O
510_1_3013309,BioLib 1stFl RM-100.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 1 VMA127 SUPFLOSP
510_1_3013316,BioLib 1stFl RM-116.HTGPID-O,Heating PID,heating PID output,98,Analog Output,1,NAE 10 N2 1 VMA128 BHPIDPV
510_1_3013318,BioLib 1stFl RM-116.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 1 VMA128 COMMONSP
510_1_3013319,BioLib 1stFl RM-116.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 1 VMA128 CPIDPV
510_1_3013321,BioLib 1stFl RM-116.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 1 VMA128 DPR C
510_1_3013322,BioLib 1stFl RM-116.HTG-O,Heating Command,heating command,98,Analog Output,1,NAE 10 N2 1 VMA128 HTG O
510_1_3013325,BioLib 1stFl RM-116.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 1 VMA128 SUPFLOSP
510_1_3013332,BioLib 1stFl RM-117.HTGPID-O,Heating PID,heating PID output,98,Analog Output,1,NAE 10 N2 1 VMA129 BHPIDPV
510_1_3013334,BioLib 1stFl RM-117.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 1 VMA129 COMMONSP
510_1_3013335,BioLib 1stFl RM-117.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 1 VMA129 CPIDPV
510_1_3013337,BioLib 1stFl RM-117.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 1 VMA129 DPR C
510_1_3013342,BioLib 1stFl RM-117.HTG-O,Heating Command,heating command,98,Analog Output,1,NAE 10 N2 1 VMA129 HTG O
510_1_3013345,BioLib 1stFl RM-117.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 1 VMA129 SUPFLOSP
510_1_3013352,BioLib 1stFl RM-118.HTGPID-O,Heating PID,heating PID output,98,Analog Output,1,NAE 10 N2 1 VMA130 BHPIDPV
510_1_3013354,BioLib 1stFl RM-118.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 1 VMA130 COMMONSP
510_1_3013355,BioLib 1stFl RM-118.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 1 VMA130 CPIDPV
510_1_3013357,BioLib 1stFl RM-118.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 1 VMA130 DPR C
510_1_3013358,BioLib 1stFl RM-118.HTG-O,Heating Command,heating command,98,Analog Output,1,NAE 10 N2 1 VMA130 HTG O
510_1_3013361,BioLib 1stFl RM-118.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 1 VMA130 SUPFLOSP
510_1_3013369,BioLib 1stFl RM-72-2N.HTGPID-O,Heating PID,heating PID output,98,Analog Output,1,NAE 10 N2 1 VMA131 BHPIDPV
510_1_3013371,BioLib 1stFl RM-72-2N.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 1 VMA131 COMMONSP
510_1_3013372,BioLib 1stFl RM-72-2N.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 1 VMA131 CPIDPV
510_1_3013374,BioLib 1stFl RM-72-2N.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 1 VMA131 DPR C
510_1_3013377,BioLib 1stFl RM-72-2N.HTG-O,Heating Command,heating command,98,Analog Output,1,NAE 10 N2 1 VMA131 HTG O
510_1_3013380,BioLib 1stFl RM-72-2N.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 1 VMA131 SUPFLOSP
510_1_3013387,BioLib 1stFl RM-73-26.HTGPID-O,Heating PID,heating PID output,98,Analog Output,1,NAE 10 N2 1 VMA132 BHPIDPV
510_1_3013389,BioLib 1stFl RM-73-26.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 1 VMA132 COMMONSP
510_1_3013390,BioLib 1stFl RM-73-26.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 1 VMA132 CPIDPV
510_1_3013392,BioLib 1stFl RM-73-26.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 1 VMA132 DPR C
510_1_3013397,BioLib 1stFl RM-73-26.HTG-O,Heating Command,heating command,98,Analog Output,1,NAE 10 N2 1 VMA132 HTG O
510_1_3013400,BioLib 1stFl RM-73-26.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 1 VMA132 SUPFLOSP
510_1_3013406,BioLib 2ndFl RM-220.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA111 UNOCMNC SP
510_1_3013409,BioLib 2ndFl RM-212.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA102 UNOCMNC SP
510_1_3013411,BioLib 1stFl RM-137.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA126 UNOCMNC SP
510_1_3013414,BioLib 1stFl RM-138A.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA127 UNOCMNC SP
510_1_3013417,BioLib 1stFl RM-128.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA139 UNOCMNC SP
510_1_3013420,BioLib 1stFl RM-142C.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA155 UNOCMNC SP
510_1_3013423,BioLib 1stFl RM-135.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA129 UNOCMNC SP
510_1_3013426,BioLib 1stFl RM-138J.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA134 UNOCMNC SP
510_1_3013429,BioLib 1stFl RM-131.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA150 UNOCMNC SP
510_1_3013432,BioLib 1stFl RM-141C.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA147 UNOCMNC SP
510_1_3013435,BioLib 1stFl RM-138D.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA130 UNOCMNC SP
510_1_3013438,BioLib 1stFl RM-123.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA142 UNOCMNC SP
510_1_3013441,BioLib 1stFl RM-117B.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA143 UNOCMNC SP
510_1_3013444,BioLib 1stFl RM-141D.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA146 UNOCMNC SP
510_1_3013447,BioLib 1stFl RM-138G.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA136 UNOCMNC SP
510_1_3013450,BioLib 1stFl RM-138B.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA128 UNOCMNC SP
510_1_3013453,BioLib 1stFl RM-140.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA158 UNOCMNC SP
510_1_3013456,BioLib 1stFl RM-141A.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA144 UNOCMNC SP
510_1_3013459,BioLib 1stFl RM-125.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA137 UNOCMNC SP
510_1_3013461,BioLib 1stFl RM-142A.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA152 UNOCMNC SP
510_1_3013464,BioLib 1stFl RM-138H.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA135 UNOCMNC SP
510_1_3013467,BioLib 1stFl RM-134.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA151 UNOCMNC SP
510_1_3013470,BioLib 1stFl RM-121.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA141 UNOCMNC SP
510_1_3013472,BioLib 1stFl RM-138E.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA140 UNOCMNC SP
510_1_3013475,BioLib 1stFl RM-138C.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA131 UNOCMNC SP
510_1_3013478,BioLib 1stFl RM-139.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA157 UNOCMNC SP
510_1_3013481,BioLib 1stFl RM-142B.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA153 UNOCMNC SP
510_1_3013484,BioLib 1stFl RM-141F.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA149 UNOCMNC SP
510_1_3013487,BioLib 1stFl RM-138F.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA138 UNOCMNC SP
510_1_3013490,BioLib 1stFl RM-119.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA133 UNOCMNC SP
510_1_3013493,BioLib 1stFl RM-141E.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA148 UNOCMNC SP
510_1_3013496,BioLib 1stFl RM-133.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA132 UNOCMNC SP
510_1_3013499,BioLib 2ndFl RM-232C.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA120 UNOCMNC SP
510_1_3013502,BioLib 2ndFl RM-208.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA101 UNOCMNC SP
510_1_3013505,BioLib 2ndFl RM-221A.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA122 UNOCMNC SP
510_1_3013508,BioLib 2ndFl RM-216.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA107 UNOCMNC SP
510_1_3013510,BioLib 2ndFl RM-232B.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA156 UNOCMNC SP
510_1_3013513,BioLib 2ndFl RM-228.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA117 UNOCMNC SP
510_1_3013516,BioLib 2ndFl RM-221B.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA123 UNOCMNC SP
510_1_3013519,BioLib 2ndFl RM-233A.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA125 UNOCMNC SP
510_1_3013522,BioLib 2ndFl RM-223.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA105 UNOCMNC SP
510_1_3013525,BioLib 2ndFl RM-226.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA114 UNOCMNC SP
510_1_3013528,BioLib 2ndFl RM-225.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA112 UNOCMNC SP
510_1_3013531,BioLib 2ndFl RM-231A.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA113 UNOCMNC SP
510_1_3013534,BioLib 2ndFl RM-231B.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA116 UNOCMNC SP
510_1_3013537,BioLib 2ndFl RM-232A.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA154 UNOCMNC SP
510_1_3013540,BioLib 2ndFl RM-232D.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA121 UNOCMNC SP
510_1_3013543,BioLib 2ndFl RM-217.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA109 UNOCMNC SP
510_1_3013546,BioLib 2ndFl RM-214.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA103 UNOCMNC SP
510_1_3013549,BioLib 2ndFl RM-229.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA118 UNOCMNC SP
510_1_3013552,BioLib 2ndFl RM-224.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA104 UNOCMNC SP
510_1_3013555,BioLib 2ndFl RM-227.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA115 UNOCMNC SP
510_1_3013558,BioLib 2ndFl RM-230.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA119 UNOCMNC SP
510_1_3013561,BioLib 2ndFl RM-221C.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA110 UNOCMNC SP
510_1_3013564,BioLib 2ndFl RM-210.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA108 UNOCMNC SP
510_1_3013567,BioLib 2ndFl RM-218.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA106 UNOCMNC SP
510_1_3013570,BioLib 2ndFl Rm-233B.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 2 VMA124124 UNOCMNC SP
510_1_3013574,BioLib 2ndFl RM-208.HTGPID-O,Heating PID,heating PID output,98,Analog Output,1,NAE 10 N2 2 VMA101 BHPIDPV
510_1_3013576,BioLib 2ndFl RM-208.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 2 VMA101 COMMONSP
510_1_3013577,BioLib 2ndFl RM-208.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 2 VMA101 CPIDPV
510_1_3013579,BioLib 2ndFl RM-208.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 2 VMA101 DPR C
510_1_3013585,BioLib 2ndFl RM-208.HTG-O,Heating Command,heating command,98,Analog Output,1,NAE 10 N2 2 VMA101 HTG O
510_1_3013588,BioLib 2ndFl RM-208.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 2 VMA101 SUPFLOSP
510_1_3013595,BioLib 2ndFl RM-212.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 2 VMA102 COMMONSP
510_1_3013596,BioLib 2ndFl RM-212.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 2 VMA102 CPIDPV
510_1_3013598,BioLib 2ndFl RM-212.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 2 VMA102 DPR C
510_1_3013604,BioLib 2ndFl RM-212.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 2 VMA102 SUPFLOSP
510_1_3013611,BioLib 2ndFl RM-214.HTGPID-O,Heating PID,heating PID output,98,Analog Output,1,NAE 10 N2 2 VMA103 BHPIDPV
510_1_3013613,BioLib 2ndFl RM-214.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 2 VMA103 COMMONSP
510_1_3013614,BioLib 2ndFl RM-214.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 2 VMA103 CPIDPV
510_1_3013616,BioLib 2ndFl RM-214.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 2 VMA103 DPR C
510_1_3013621,BioLib 2ndFl RM-214.HTG-O,Heating Command,heating command,98,Analog Output,1,NAE 10 N2 2 VMA103 HTG O
510_1_3013624,BioLib 2ndFl RM-214.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 2 VMA103 SUPFLOSP
510_1_3013631,BioLib 2ndFl RM-224.HTGPID-O,Heating PID,heating PID output,98,Analog Output,1,NAE 10 N2 2 VMA104 BHPIDPV
510_1_3013633,BioLib 2ndFl RM-224.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 2 VMA104 COMMONSP
510_1_3013634,BioLib 2ndFl RM-224.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 2 VMA104 CPIDPV
510_1_3013636,BioLib 2ndFl RM-224.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 2 VMA104 DPR C
510_1_3013641,BioLib 2ndFl RM-224.HTG-O,Heating Command,heating command,98,Analog Output,1,NAE 10 N2 2 VMA104 HTG O
510_1_3013644,BioLib 2ndFl RM-224.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 2 VMA104 SUPFLOSP
510_1_3013651,BioLib 2ndFl RM-223.HTGPID-O,Heating PID,heating PID output,98,Analog Output,1,NAE 10 N2 2 VMA105 BHPIDPV
510_1_3013653,BioLib 2ndFl RM-223.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 2 VMA105 COMMONSP
510_1_3013654,BioLib 2ndFl RM-223.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 2 VMA105 CPIDPV
510_1_3013656,BioLib 2ndFl RM-223.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 2 VMA105 DPR C
510_1_3013661,BioLib 2ndFl RM-223.HTG-O,Heating Command,heating command,98,Analog Output,1,NAE 10 N2 2 VMA105 HTG O
510_1_3013664,BioLib 2ndFl RM-223.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 2 VMA105 SUPFLOSP
510_1_3013671,BioLib 2ndFl RM-218.HTGPID-O,Heating PID,heating PID output,98,Analog Output,1,NAE 10 N2 2 VMA106 BHPIDPV
510_1_3013673,BioLib 2ndFl RM-218.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 2 VMA106 COMMONSP
510_1_3013674,BioLib 2ndFl RM-218.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 2 VMA106 CPIDPV
510_1_3013676,BioLib 2ndFl RM-218.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 2 VMA106 DPR C
510_1_3013681,BioLib 2ndFl RM-218.HTG-O,Heating Command,heating command,98,Analog Output,1,NAE 10 N2 2 VMA106 HTG O
510_1_3013684,BioLib 2ndFl RM-218.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 2 VMA106 SUPFLOSP
510_1_3013691,BioLib 2ndFl RM-216.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 2 VMA107 COMMONSP
510_1_3013692,BioLib 2ndFl RM-216.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 2 VMA107 CPIDPV
510_1_3013694,BioLib 2ndFl RM-216.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 2 VMA107 DPR C
510_1_3013701,BioLib 2ndFl RM-216.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 2 VMA107 SUPFLOSP
510_1_3013708,BioLib 2ndFl RM-210.HTGPID-O,Heating PID,heating PID output,98,Analog Output,1,NAE 10 N2 2 VMA108 BHPIDPV
510_1_3013710,BioLib 2ndFl RM-210.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 2 VMA108 COMMONSP
510_1_3013711,BioLib 2ndFl RM-210.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 2 VMA108 CPIDPV
510_1_3013713,BioLib 2ndFl RM-210.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 2 VMA108 DPR C
510_1_3013718,BioLib 2ndFl RM-210.HTG-O,Heating Command,heating command,98,Analog Output,1,NAE 10 N2 2 VMA108 HTG O
510_1_3013721,BioLib 2ndFl RM-210.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 2 VMA108 SUPFLOSP
510_1_3013728,BioLib 2ndFl RM-217.HTGPID-O,Heating PID,heating PID output,98,Analog Output,1,NAE 10 N2 2 VMA109 BHPIDPV
510_1_3013730,BioLib 2ndFl RM-217.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 2 VMA109 COMMONSP
510_1_3013731,BioLib 2ndFl RM-217.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 2 VMA109 CPIDPV
510_1_3013733,BioLib 2ndFl RM-217.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 2 VMA109 DPR C
