source_id,jci_name,description,sensor_type,sensor_error,unit,type,data_type,name
607_2_3002205,BONNER.1ST-FLR.RM-1329.VAV-1329EX.EXHFLOW-FEEDBACK,Fume Hood Exhaust Air Flow Feedback,fume hood air flow,,95,Analog Value,2,NAE 107 FC 1 EF1 3 EAV 013 EXHFLOW FEEDBACK
607_2_3002206,BONNER.1ST-FLR.RM-1309.VAV-1309EX.EXHFLOW-FEEDBACK,Fume Hood Exhaust Air Flow Feedback,fume hood air flow,,95,Analog Value,2,NAE 107 FC 1 EF1 3 EAV 018 EXHFLOW FEEDBACK
608_0_3000174,BONNER.2ND-FLR.RM-2325.VAV-2325.FUME1-FLOW,Fume Hood 1 Air Flow,fume hood air flow,,84,Analog Input,0,NAE 108 FC 1 AH1 FEC 012 FUME1 FLOW
608_0_3000496,BONNER.3RD-FLR.RM-3125.VAV-3125.FUME1-FLOW,Fume Hood 1 Air Flow,fume hood air flow,,84,Analog Input,0,NAE 108 FC 2 AH3 FEC 006 FUME1 FLOW
608_2_3001884,BONNER.2ND-FLR.RM-2317.VAV-2317EX.EXHFLOW-FEEDBACK,Fume Hood Exhaust Air Flow Feedback,fume hood air flow,,95,Analog Value,2,NAE 108 FC 1 EFX EAV 023 EXHFLOW FEEDBACK
608_2_3001887,BONNER.2ND-FLR.RM-2401.VAV-2401EX.EXHFLOW-FEEDBACK,Fume Hood Exhaust Air Flow Feedback,fume hood air flow,,95,Analog Value,2,NAE 108 FC 1 EFX EAV 031 EXHFLOW FEEDBACK
608_2_3001888,BONNER.2ND-FLR.RM-2417.VAV-2417EX.EXHFLOW-FEEDBACK,Fume Hood Exhaust Air Flow Feedback,fume hood air flow,,95,Analog Value,2,NAE 108 FC 1 EFX EAV 016 EXHFLOW FEEDBACK
608_2_3001889,BONNER.3RD-FLR.RM-3113.VAV-3113EX.EXHFLOW-FEEDBACK,Fume Hood Exhaust Air Flow Feedback,fume hood air flow,,95,Analog Value,2,NAE 108 FC 2 EFX EAV 014 EXHFLOW FEEDBACK
608_2_3001890,BONNER.3RD-FLR.RM-3205.VAV-3205EX.EXHFLOW-FEEDBACK,Fume Hood Exhaust Air Flow Feedback,fume hood air flow,,95,Analog Value,2,NAE 108 FC 2 EFX EAV 020 EXHFLOW FEEDBACK
608_2_3001891,BONNER.3RD-FLR.RM-3221.VAV-3221EX.EXHFLOW-FEEDBACK,Fume Hood Exhaust Air Flow Feedback,fume hood air flow,,95,Analog Value,2,NAE 108 FC 2 EFX EAV 032 EXHFLOW FEEDBACK
609_0_3000290,BONNER.3RD-FLR.RM-3417.VAV-3417.FUME1-FLOW,Fume Hood 1 Air Flow,fume hood air flow,,84,Analog Input,0,NAE 109 FC 1 AH1 FEC 019 FUME1 FLOW
609_0_3000293,BONNER.3RD-FLR.RM-3417.VAV-3417.FUME2-FLOW,Fume Hood 2 Air Flow,fume hood air flow,,84,Analog Input,0,NAE 109 FC 1 AH1 FEC 019 FUME2 FLOW
609_0_3000467,BONNER.4TH-FLR.RM-4121.VAV-4121.FUME1-FLOW,Fume Hood 1 Air Flow,fume hood air flow,,84,Analog Input,0,NAE 109 FC 2 AH3 FEC 004 FUME1 FLOW
609_0_3000470,BONNER.4TH-FLR.RM-4121.VAV-4121.FUME2-FLOW,Fume Hood 2 Air Flow,fume hood air flow,,84,Analog Input,0,NAE 109 FC 2 AH3 FEC 004 FUME2 FLOW
609_2_3001899,BONNER.3RD-FLR.RM-3317.VAV-3317EX.EXHFLOW-FEEDBACK,Fume Hood Exhaust Air Flow Feedback,fume hood air flow,,95,Analog Value,2,NAE 109 FC 1 EFX EAV 017 EXHFLOW FEEDBACK
609_2_3001900,BONNER.3RD-FLR.RM-3401.VAV-3401EX.EXHFLOW-FEEDBACK,Fume Hood Exhaust Air Flow Feedback,fume hood air flow,,95,Analog Value,2,NAE 109 FC 1 EFX EAV 026 EXHFLOW FEEDBACK
609_2_3001901,BONNER.4TH-FLR.RM-4205.VAV-4205EX.EXHFLOW-FEEDBACK,Fume Hood Exhaust Air Flow Feedback,fume hood air flow,,95,Analog Value,2,NAE 109 FC 2 EFX EAV 026 EXHFLOW FEEDBACK
609_2_3001902,BONNER.4TH-FLR.RM-4105.VAV-4105EX.EXHFLOW-FEEDBACK,Fume Hood Exhaust Air Flow Feedback,fume hood air flow,,95,Analog Value,2,NAE 109 FC 2 EFX EAV 022 EXHFLOW FEEDBACK
609_2_3001903,BONNER.4TH-FLR.RM-4221.VAV-4221EX.EXHFLOW-FEEDBACK,Fume Hood Exhaust Air Flow Feedback,fume hood air flow,,95,Analog Value,2,NAE 109 FC 2 EFX EAV 008 EXHFLOW FEEDBACK
610_0_3000310,BONNER.4TH-FLR.RM-4305.VAV-4305.FUME1-FLOW,Fume Hood 1 Air Flow,fume hood air flow,,84,Analog Input,0,NAE 110 FC 1 AH1 FEC 023 FUME1 FLOW
610_0_3000313,BONNER.4TH-FLR.RM-4305.VAV-4305.FUME2-FLOW,Fume Hood 2 Air Flow,fume hood air flow,,84,Analog Input,0,NAE 110 FC 1 AH1 FEC 023 FUME2 FLOW
610_2_3001404,BONNER.4TH-FLR.RM-4417.VAV-4417EX.EXHFLOW-FEEDBACK,Fume Hood Exhaust Air Flow Feedback,fume hood air flow,,95,Analog Value,2,NAE 110 FC 1 AH1 EAV 019 EXHFLOW FEEDBACK
610_2_3001405,BONNER.4TH-FLR.RM-4401.VAV-4401EX.EXHFLOW-FEEDBACK,Fume Hood Exhaust Air Flow Feedback,fume hood air flow,,95,Analog Value,2,NAE 110 FC 1 EFX EAV 033 EXHFLOW FEEDBACK
607_19_3000245,BONNER.1ST-FLR.RM-1449.VAV-1449.FUME1-ALM,Fume Hood 1 Alarm,fume hood alarm,,,Multi-State Value,19,NAE 107 FC 1 AH1 FEC 015 FUME1 ALM
607_19_3000336,BONNER.1ST-FLR.RM-1402.VAV-1402.FUME1-ALM,Fume Hood 1 Alarm,fume hood alarm,,,Multi-State Value,19,NAE 107 FC 1 AH1 FEC 022 FUME1 ALM
607_19_3000354,BONNER.1ST-FLR.RM-1413.VAV-1413.FUME1-ALM,Fume Hood 1 Alarm,fume hood alarm,,,Multi-State Value,19,NAE 107 FC 1 AH1 FEC 023 FUME1 ALM
607_19_3000382,BONNER.2ND-FLR.RM-2129.VAV-2129.FUME1-ALM,Fume Hood 1 Alarm,fume hood alarm,,,Multi-State Value,19,NAE 107 FC 2 AH3 FEC 004 FUME1 ALM
607_19_3000543,BONNER.2ND-FLR.RM-2213.VAV-2213.FUME1-ALM,Fume Hood 1 Alarm,fume hood alarm,,,Multi-State Value,19,NAE 107 FC 2 AH3 FEC 018 FUME1 ALM
607_19_3000805,BONNER.2ND-FLR.RM-2129B.VAV-2129B.FUME1-ALM,Fume Hood 1 Alarm,fume hood alarm,,,Multi-State Value,19,NAE 107 FC 2 AH3 FEC 028 FUME1 ALM
608_0_3000498,BONNER.3RD-FLR.RM-3125.VAV-3125.FUME1-ALM,Fume Hood 1 Alarm,fume hood alarm,,98,Analog Input,0,NAE 108 FC 2 AH3 FEC 006 FUME1 ALM
608_19_3000176,BONNER.2ND-FLR.RM-2325.VAV-2325.FUME1-ALM,Fume Hood 1 Alarm,fume hood alarm,,,Multi-State Value,19,NAE 108 FC 1 AH1 FEC 012 FUME1 ALM
609_0_3000292,BONNER.3RD-FLR.RM-3417.VAV-3417.FUME1-ALM,Fume Hood 1 Alarm,fume hood alarm,,98,Analog Input,0,NAE 109 FC 1 AH1 FEC 019 FUME1 ALM
609_0_3000295,BONNER.3RD-FLR.RM-3417.VAV-3417.FUME2-ALM,Fume Hood 2 alarm,fume hood alarm,,98,Analog Input,0,NAE 109 FC 1 AH1 FEC 019 FUME2 ALM
609_0_3000469,BONNER.4TH-FLR.RM-4121.VAV-4121.FUME1-ALM,Fume Hood 1 Alarm,fume hood alarm,,98,Analog Input,0,NAE 109 FC 2 AH3 FEC 004 FUME1 ALM
609_0_3000472,BONNER.4TH-FLR.RM-4121.VAV-4121.FUME2-ALM,Fume Hood 2 alarm,fume hood alarm,,98,Analog Input,0,NAE 109 FC 2 AH3 FEC 004 FUME2 ALM
610_0_3000312,BONNER.4TH-FLR.RM-4305.VAV-4305.FUME1-ALM,Fume Hood 1 Alarm,fume hood alarm,,98,Analog Input,0,NAE 110 FC 1 AH1 FEC 023 FUME1 ALM
610_0_3000315,BONNER.4TH-FLR.RM-4305.VAV-4305.FUME2-ALM,Fume Hood 2 alarm,fume hood alarm,,98,Analog Input,0,NAE 110 FC 1 AH1 FEC 023 FUME2 ALM
607_0_3000244,BONNER.1ST-FLR.RM-1449.VAV-1449.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 107 FC 1 AH1 FEC 015 FUME1 SASH
607_0_3000335,BONNER.1ST-FLR.RM-1402.VAV-1402.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 107 FC 1 AH1 FEC 022 FUME1 SASH
607_0_3000353,BONNER.1ST-FLR.RM-1413.VAV-1413.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 107 FC 1 AH1 FEC 023 FUME1 SASH
607_0_3000381,BONNER.2ND-FLR.RM-2129.VAV-2129.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 107 FC 2 AH3 FEC 004 FUME1 SASH
607_0_3000542,BONNER.2ND-FLR.RM-2213.VAV-2213.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 107 FC 2 AH3 FEC 018 FUME1 SASH
607_0_3000804,BONNER.2ND-FLR.RM-2129B.VAV-2129B.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 107 FC 2 AH3 FEC 028 FUME1 SASH
608_0_3000175,BONNER.2ND-FLR.RM-2325.VAV-2325.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 108 FC 1 AH1 FEC 012 FUME1 SASH
608_0_3000497,BONNER.3RD-FLR.RM-3125.VAV-3125.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 108 FC 2 AH3 FEC 006 FUME1 SASH
609_0_3000291,BONNER.3RD-FLR.RM-3417.VAV-3417.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 109 FC 1 AH1 FEC 019 FUME1 SASH
609_0_3000294,BONNER.3RD-FLR.RM-3417.VAV-3417.FUME2-SASH,Fume Hood 2 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 109 FC 1 AH1 FEC 019 FUME2 SASH
609_0_3000468,BONNER.4TH-FLR.RM-4121.VAV-4121.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 109 FC 2 AH3 FEC 004 FUME1 SASH
609_0_3000471,BONNER.4TH-FLR.RM-4121.VAV-4121.FUME2-SASH,Fume Hood 2 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 109 FC 2 AH3 FEC 004 FUME2 SASH
610_0_3000311,BONNER.4TH-FLR.RM-4305.VAV-4305.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 110 FC 1 AH1 FEC 023 FUME1 SASH
610_0_3000314,BONNER.4TH-FLR.RM-4305.VAV-4305.FUME2-SASH,Fume Hood 2 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 110 FC 1 AH1 FEC 023 FUME2 SASH
557_3_3004556,BONNER.BASEMENT.AHU-1.SF-1.HAND-AUTO,Hand/Auto,hand auto,,,Binary Input,3,NAE 57 N2 1 VFD 081 HAND AUTO
557_3_3004585,BONNER.BASEMENT.AHU-1.SF-2.HAND-AUTO,Hand/Auto,hand auto,,,Binary Input,3,NAE 57 N2 1 VFD 082 HAND AUTO
557_3_3004614,BONNER.BASEMENT.AHU-3.SF-1.HAND-AUTO,Hand/Auto,hand auto,,,Binary Input,3,NAE 57 N2 2 VFD 095 HAND AUTO
557_3_3004643,BONNER.BASEMENT.AHU-3.SF-2.HAND-AUTO,Hand/Auto,hand auto,,,Binary Input,3,NAE 57 N2 2 VFD 096 HAND AUTO
610_5_3001555,BONNER.EF1-1.VFD.HAND-AUTO,Hand/Auto,hand auto,,,Binary Value,5,NAE 110 FC 2 VFD 004 HAND AUTO
610_5_3001582,BONNER.EF1-3.VFD.HAND-AUTO,Hand/Auto,hand auto,,,Binary Value,5,NAE 110 FC 2 VFD 005 HAND AUTO
610_5_3001609,BONNER.EF2-1.VFD.HAND-AUTO,Hand/Auto,hand auto,,,Binary Value,5,NAE 110 FC 2 VFD 006 HAND AUTO
610_5_3001636,BONNER.EF2-3.VFD.HAND-AUTO,Hand/Auto,hand auto,,,Binary Value,5,NAE 110 FC 2 VFD 007 HAND AUTO
610_5_3001663,BONNER.EF3-1.VFD.HAND-AUTO,Hand/Auto,hand auto,,,Binary Value,5,NAE 110 FC 2 VFD 008 HAND AUTO
610_5_3001690,BONNER.EF3-2.VFD.HAND-AUTO,Hand/Auto,hand auto,,,Binary Value,5,NAE 110 FC 2 VFD 009 HAND AUTO
610_5_3001717,BONNER.EF3-3.VFD.HAND-AUTO,Hand/Auto,hand auto,,,Binary Value,5,NAE 110 FC 2 VFD 010 HAND AUTO
610_5_3001744,BONNER.EF4-1.VFD.HAND-AUTO,Hand/Auto,hand auto,,,Binary Value,5,NAE 110 FC 2 VFD 011 HAND AUTO
610_5_3001771,BONNER.EF4-2.VFD.HAND-AUTO,Hand/Auto,hand auto,,,Binary Value,5,NAE 110 FC 2 VFD 012 HAND AUTO
610_5_3001798,BONNER.EF4-3.VFD.HAND-AUTO,Hand/Auto,hand auto,,,Binary Value,5,NAE 110 FC 2 VFD 013 HAND AUTO
557_1_3003090,BH.PLANT.HX-IT,Heat Exchanger Integral Time,heat exchanger integral time,,73,Analog Output,1,NAE 57 N2 2 UNT 9 Tuning HX IT
557_1_3003089,BH.PLANT.HX-PB,Heat Exchanger Proportional Band,heat exchanger prop band,,64,Analog Output,1,NAE 57 N2 2 UNT 9 Tuning HX PB
557_1_3002153,BH.PLANT.HX-SP,Heat Exchanger Setpoint,heat exchanger supply temperature setpoint,,64,Analog Output,1,NAE 57 N2 2 UNT 9 HX SP
557_5_3002380,BH.PLANT.HE1-SYS,HE-1 ENABLE SWITCH,heat exchanger system enable,,,Binary Value,5,NAE 57 Programming Binary Data BHPLANT HE1 SYS
557_1_3002278,BH.PLANT.HE1VLV-CMD,Heat Exchanger-1 Control Valve Command,heat exchanger valve command,,264,Analog Output,1,NAE 57 N2 2 UNT 9 HE1VLV CMD
557_1_3001192,BH.1STFLR.RM-1511.VAV-5.HTGVLV-CMD,Heating Command,heating valve command,heating command,98,Analog Output,1,NAE 57 N2 1 VAV 5 HTGVLV CMD
557_1_3001206,BH.1STFLR.RM-1502.VAV-8.HTGVLV-CMD,Heating Command,heating valve command,heating command,98,Analog Output,1,NAE 57 N2 1 VAV 8 HTGVLV CMD
557_1_3001220,BH.1STFLR.RM-1506.VAV-10.HTGVLV-CMD,Heating Command,heating valve command,heating command,98,Analog Output,1,NAE 57 N2 1 VAV 10 HTGVLV CMD
557_1_3002167,BH.AHU-2.HTGVLV-CMD,Heating Command,heating valve command,heating command,264,Analog Output,1,NAE 57 N2 2 AHU 2 HTGVLV CMD
607_2_3000073,BONNER.1ST-FLR.RM-1106.VAV-1106.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH3 SAV 004 HTG DMD
607_2_3000090,BONNER.1ST-FLR.RM-1241.VAV-1241.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 005 HTG DMD
607_2_3000107,BONNER.1ST-FLR.RM-1005.VAV-1005.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 006 HTG DMD
607_2_3000124,BONNER.1ST-FLR.RM-C1000.VAV-C1000.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 007 HTG DMD
607_2_3000141,BONNER.1ST-FLR.RM-1449A.VAV-1449A.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 008 HTG DMD
607_2_3000158,BONNER.1ST-FLR.RM-1425.VAV-1425.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 009 HTG DMD
607_2_3000175,BONNER.1ST-FLR.RM-1449B.VAV-1449B.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 010 HTG DMD
607_2_3000192,BONNER.1ST-FLR.RM-1329.VAV-1329-1A.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 011 HTG DMD
607_2_3000228,BONNER.1ST-FLR.RM-1423.VAV-1423.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 014 HTG DMD
607_2_3000263,BONNER.1ST-FLR.RM-1309.VAV-1309-1A.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 016 HTG DMD
607_2_3000319,BONNER.1ST-FLR.RM-1404.VAV-1404.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 021 HTG DMD
607_2_3000410,BONNER.2ND-FLR.RM-2235.VAV-2235.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 007 HTG DMD
607_2_3000427,BONNER.2ND-FLR.RM-2235A.VAV-2235A.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 008 HTG DMD
607_2_3000444,BONNER.2ND-FLR.RM-2229.VAV-2229.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 009 HTG DMD
607_2_3000463,BONNER.2ND-FLR.RM-2222.VAV-2222.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 011 HTG DMD
607_2_3000480,BONNER.2ND-FLR.RM-2121.VAV-2121-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 014 HTG DMD
607_2_3000591,BONNER.2ND-FLR.RM-2206.VAV-2206.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 023 HTG DMD
607_2_3000608,BONNER.2ND-FLR.RM-2201.VAV-2201.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 024 HTG DMD
607_2_3000673,BONNER.2ND-FLR.RM-2145B.VAV-2145B.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 030 HTG DMD
607_2_3000730,BONNER.2ND-FLR.RM-2229C.VAV-2229-3.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 035 HTG DMD
607_2_3000764,BONNER.2ND-FLR.RM-2001.VAV-2001.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 012 HTG DMD
608_2_3000114,BONNER.2ND-FLR.RM-2000.VAV-2000.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 1 AH3 SAV 009 HTG DMD
608_2_3000149,BONNER.2ND-FLR.RM-2002.VAV-2002.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 011 HTG DMD
608_2_3000184,BONNER.2ND-FLR.RM-2417.VAV-2417-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 013 HTG DMD
608_2_3000237,BONNER.2ND-FLR.RM-2422.VAV-2422.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 017 HTG DMD
608_2_3000308,BONNER.2ND-FLR.RM-2317.VAV-2317-3.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 022 HTG DMD
608_2_3000361,BONNER.2ND-FLR.RM-2406.VAV-2406.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 027 HTG DMD
608_2_3000378,BONNER.2ND-FLR.RM-2401.VAV-2401-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 028 HTG DMD
608_2_3000573,BONNER.3RD-FLR.RM-3113.VAV-3113-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 012 HTG DMD
608_2_3000629,BONNER.3RD-FLR.RM-3205.VAV-3205-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 017 HTG DMD
608_2_3000682,BONNER.3RD-FLR.RM-3206.VAV-3206.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 021 HTG DMD
608_2_3000699,BONNER.3RD-FLR.RM-3114.VAV-3114.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 022 HTG DMD
608_2_3000773,BONNER.3RD-FLR.RM-3222.VAV-3222-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 028 HTG DMD
608_2_3000790,BONNER.3RD-FLR.RM-3222.VAV-3222-2.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 029 HTG DMD
608_2_3000807,BONNER.3RD-FLR.RM-3221.VAV-3221-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 030 HTG DMD
608_2_3001482,BONNER.2ND-FLR.RM-2310.VAV-2310.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 034 HTG DMD
608_2_3001911,BONNER.3RD-FLR.RM-3130.VAV-3130.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 025 HTG DMD
609_2_3000141,BONNER.3RD-FLR.RM-3000.VAV-3000.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 1 AH3 SAV 009 HTG DMD
609_2_3000158,BONNER.3RD-FLR.RM-3002.VAV-TM3002.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 010 HTG DMD
609_2_3000175,BONNER.3RD-FLR.RM-3329.VAV-3329.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 011 HTG DMD
609_2_3000212,BONNER.3RD-FLR.RM-3318.VAV-3318.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 014 HTG DMD
609_2_3000229,BONNER.3RD-FLR.RM-3317.VAV-3317-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 015 HTG DMD
609_2_3000265,BONNER.3RD-FLR.RM-3422.VAV-3422.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 018 HTG DMD
609_2_3000329,BONNER.3RD-FLR.RM-3401.VAV-3401-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 023 HTG DMD
609_2_3000422,BONNER.3RD-FLR.RM-3406.VAV-3406.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 031 HTG DMD
609_2_3000480,BONNER.4TH-FLR.RM-4221.VAV-4221-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 005 HTG DMD
609_2_3000533,BONNER.4TH-FLR.RM-4222.VAV-4222.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 009 HTG DMD
609_2_3000550,BONNER.4TH-FLR.RM-4126.VAV-4126.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 010 HTG DMD
609_2_3000567,BONNER.4TH-FLR.RM-4141.VAV-4141.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 011 HTG DMD
609_2_3000604,BONNER.4TH-FLR.RM-4145.VAV-4145.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 014 HTG DMD
609_2_3000661,BONNER.4TH-FLR.RM-4105.VAV-4105-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 019 HTG DMD
609_2_3000714,BONNER.4TH-FLR.RM-4205.VAV-4205-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 023 HTG DMD
609_2_3000787,BONNER.4TH-FLR.RM-4206.VAV-4206.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 029 HTG DMD
609_2_3000844,BONNER.4TH-FLR.RM-4110.VAV-4110.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 034 HTG DMD
609_2_3001922,BONNER.3RD-FLR.RM-3105.VAV-3105.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 1 AH3 SAV 004 HTG DMD
610_2_3000104,BONNER.4TH-FLR.RM-4000.VAV-4000-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 008 HTG DMD
610_2_3000138,BONNER.4TH-FLR.RM-TM4002.VAV-TM4002.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 110 FC 1 AHX SAV 010 HTG DMD
610_2_3000175,BONNER.4TH-FLR.RM-4325A.VAV-4325A.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 013 HTG DMD
610_2_3000232,BONNER.4TH-FLR.RM-4325.VAV-4325.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 018 HTG DMD
610_2_3000251,BONNER.4TH-FLR.RM-4417.VAV-4417-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 020 HTG DMD
610_2_3000285,BONNER.4TH-FLR.RM-4422.VAV-4422.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 022 HTG DMD
610_2_3000383,BONNER.4TH-FLR.RM-4401.VAV-4401-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 030 HTG DMD
610_2_3000436,BONNER.4TH-FLR.RM-4310.VAV-4310.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 034 HTG DMD
610_2_3000453,BONNER.4TH-FLR.RM-4406.VAV-4406.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 035 HTG DMD
557_1_3002733,BH.AHU1.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 1 AHU 1 Tuning HTG IT
557_1_3002742,BH.BASEMENT.ARHALL.VAV-1.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 1 VAV 1 Tuning HTG IT
